Order,Long,Lat
15424,-73.448019,-38.73334
15423,-73.450366,-38.7307
15422,-73.450366,-38.730113
15421,-73.451246,-38.729233
15420,-73.451246,-38.728353
15419,-73.452126,-38.727473
15418,-73.452126,-38.726593
15417,-73.453006,-38.725713
15416,-73.453006,-38.725126
15415,-73.453886,-38.724246
15414,-73.453886,-38.723366
15413,-73.454473,-38.722486
15412,-73.454473,-38.721606
15411,-73.455353,-38.720726
15410,-73.455353,-38.720139
15409,-73.456233,-38.719259
15408,-73.456233,-38.718379
15407,-73.457993,-38.716619
15406,-73.457993,-38.715739
15405,-73.45946,-38.714272
15404,-73.459753,-38.713392
15403,-73.46122,-38.711632
15402,-73.46122,-38.710752
15401,-73.4621,-38.709872
15400,-73.4621,-38.709285
15399,-73.46386,-38.707525
15398,-73.46386,-38.705765
15397,-73.46474,-38.704885
15396,-73.46474,-38.704298
15395,-73.465327,-38.703418
15394,-73.465327,-38.702538
15393,-73.466207,-38.701658
15392,-73.466207,-38.700778
15391,-73.467967,-38.699311
15390,-73.467967,-38.698431
15389,-73.468847,-38.697551
15388,-73.468847,-38.696671
15387,-73.469727,-38.695791
15386,-73.469727,-38.694911
15385,-73.470607,-38.694324
15384,-73.470314,-38.693444
15383,-73.471194,-38.692564
15382,-73.471194,-38.691684
15381,-73.472074,-38.690804
15380,-73.472074,-38.689924
15379,-73.472954,-38.689337
15378,-73.472954,-38.688457
15377,-73.474714,-38.686697
15376,-73.474714,-38.685817
15375,-73.475301,-38.684937
15374,-73.475301,-38.684057
15373,-73.477061,-38.68259
15372,-73.477061,-38.68171
15371,-73.478821,-38.67995
15370,-73.478821,-38.67907
15369,-73.480581,-38.677603
15368,-73.480288,-38.676723
15367,-73.481168,-38.675843
15366,-73.481168,-38.674963
15365,-73.482928,-38.673496
15364,-73.482928,-38.672616
15363,-73.483808,-38.671736
15362,-73.483808,-38.669976
15361,-73.484688,-38.669096
15360,-73.484688,-38.667629
15359,-73.485275,-38.666749
15358,-73.485568,-38.665869
15357,-73.486155,-38.664989
15356,-73.486155,-38.664109
15355,-73.487035,-38.663229
15354,-73.487035,-38.661762
15353,-73.488795,-38.660002
15352,-73.488795,-38.659122
15351,-73.489675,-38.658242
15350,-73.489675,-38.657362
15349,-73.490555,-38.656775
15348,-73.490555,-38.655895
15347,-73.491142,-38.655015
15346,-73.491142,-38.652668
15345,-73.489675,-38.650908
15344,-73.489675,-38.646801
15343,-73.487622,-38.644454
15342,-73.486742,-38.644454
15341,-73.486155,-38.644161
15340,-73.486155,-38.643281
15339,-73.485862,-38.642987
15338,-73.484982,-38.642987
15337,-73.484688,-38.642401
15336,-73.485568,-38.641814
15335,-73.485568,-38.640934
15334,-73.487035,-38.639174
15333,-73.487035,-38.63096
15332,-73.487915,-38.63008
15331,-73.487915,-38.62832
15330,-73.488795,-38.627439
15329,-73.488795,-38.626559
15328,-73.491142,-38.624213
15327,-73.491435,-38.622452
15326,-73.492022,-38.621572
15325,-73.492022,-38.620106
15324,-73.492902,-38.619226
15323,-73.492902,-38.616585
15322,-73.493782,-38.615705
15321,-73.493782,-38.615119
15320,-73.494662,-38.614239
15319,-73.494662,-38.612478
15318,-73.495542,-38.611598
15317,-73.495542,-38.610718
15316,-73.496129,-38.610132
15315,-73.496129,-38.609251
15314,-73.497009,-38.608371
15313,-73.497009,-38.607491
15312,-73.497889,-38.606611
15311,-73.497889,-38.605145
15310,-73.498769,-38.604264
15309,-73.498769,-38.603384
15308,-73.499649,-38.602504
15307,-73.499649,-38.600744
15306,-73.500529,-38.599864
15305,-73.500529,-38.599277
15304,-73.501409,-38.598397
15303,-73.501116,-38.597517
15302,-73.501996,-38.596637
15301,-73.50229,-38.595757
15300,-73.502876,-38.594877
15299,-73.502876,-38.593997
15298,-73.503756,-38.59341
15297,-73.503756,-38.59253
15296,-73.506396,-38.58989
15295,-73.505516,-38.589303
15294,-73.505516,-38.587543
15293,-73.504636,-38.586663
15292,-73.504636,-38.585783
15291,-73.503756,-38.584903
15290,-73.503756,-38.582556
15289,-73.502876,-38.581676
15288,-73.502876,-38.580796
15287,-73.501996,-38.579916
15286,-73.501996,-38.577569
15285,-73.502876,-38.576689
15284,-73.502876,-38.573462
15283,-73.503756,-38.572582
15282,-73.503756,-38.569942
15281,-73.504636,-38.569355
15280,-73.504636,-38.566715
15279,-73.506396,-38.564955
15278,-73.506396,-38.559088
15277,-73.504636,-38.557621
15276,-73.507277,-38.554981
15275,-73.505516,-38.553221
15274,-73.505516,-38.549994
15273,-73.504636,-38.549114
15272,-73.504636,-38.54178
15271,-73.505516,-38.5409
15270,-73.505516,-38.54002
15269,-73.506103,-38.53914
15268,-73.506103,-38.53826
15267,-73.506983,-38.53738
15266,-73.506983,-38.536793
15265,-73.507863,-38.535913
15264,-73.507863,-38.534153
15263,-73.508743,-38.533273
15262,-73.508743,-38.532393
15261,-73.509623,-38.531806
15260,-73.509623,-38.530926
15259,-73.510503,-38.530046
15258,-73.510503,-38.529166
15257,-73.511384,-38.528286
15256,-73.511384,-38.527406
15255,-73.51373,-38.525059
15254,-73.51373,-38.524179
15253,-73.51549,-38.522419
15252,-73.51549,-38.521832
15251,-73.516371,-38.520952
15250,-73.516371,-38.520072
15249,-73.51549,-38.519192
15248,-73.516371,-38.518312
15247,-73.51549,-38.517432
15246,-73.51549,-38.516845
15245,-73.51461,-38.515965
15244,-73.51461,-38.513325
15243,-73.517251,-38.510978
15242,-73.517251,-38.510098
15241,-73.519891,-38.507164
15240,-73.520771,-38.507164
15239,-73.521358,-38.506577
15238,-73.520771,-38.506284
15237,-73.519891,-38.506284
15236,-73.519597,-38.505697
15235,-73.521358,-38.504231
15234,-73.520771,-38.503644
15233,-73.519304,-38.503644
15232,-73.518717,-38.503351
15231,-73.518717,-38.50247
15230,-73.517837,-38.50159
15229,-73.517837,-38.50071
15228,-73.516371,-38.499244
15227,-73.516371,-38.497483
15226,-73.516664,-38.49719
15225,-73.517544,-38.49719
15224,-73.517837,-38.496603
15223,-73.517251,-38.495723
15222,-73.517544,-38.49543
15221,-73.518424,-38.49543
15220,-73.518717,-38.495137
15219,-73.517544,-38.49367
15218,-73.516664,-38.49367
15217,-73.51549,-38.492496
15216,-73.516371,-38.491616
15215,-73.516371,-38.49015
15214,-73.517251,-38.48927
15213,-73.517251,-38.487509
15212,-73.518424,-38.486336
15211,-73.520771,-38.486336
15210,-73.521358,-38.485749
15209,-73.521358,-38.485163
15208,-73.519597,-38.483402
15207,-73.519597,-38.482522
15206,-73.523704,-38.478415
15205,-73.523704,-38.477535
15204,-73.523411,-38.476949
15203,-73.521651,-38.477242
15202,-73.520477,-38.475775
15201,-73.520477,-38.473428
15200,-73.521358,-38.472548
15199,-73.521358,-38.471668
15198,-73.524584,-38.468441
15197,-73.523704,-38.467561
15196,-73.523704,-38.466681
15195,-73.523118,-38.465801
15194,-73.522824,-38.464334
15193,-73.527225,-38.459934
15192,-73.527225,-38.458174
15191,-73.527811,-38.457587
15190,-73.527811,-38.4526
15189,-73.526345,-38.45084
15188,-73.526345,-38.448493
15187,-73.528691,-38.445853
15186,-73.528691,-38.444973
15185,-73.528398,-38.44468
15184,-73.527518,-38.44468
15183,-73.525465,-38.442626
15182,-73.525465,-38.438226
15181,-73.525758,-38.437933
15180,-73.527518,-38.439693
15179,-73.527811,-38.439106
15178,-73.527811,-38.435879
15177,-73.527225,-38.434999
15176,-73.527225,-38.428252
15175,-73.528105,-38.427665
15174,-73.527811,-38.426785
15173,-73.530452,-38.424145
15172,-73.530452,-38.423265
15171,-73.528691,-38.421798
15170,-73.528691,-38.420918
15169,-73.527518,-38.419745
15168,-73.526638,-38.419745
15167,-73.526345,-38.419158
15166,-73.526345,-38.416811
15165,-73.527225,-38.415931
15164,-73.527225,-38.413291
15163,-73.528105,-38.412411
15162,-73.527811,-38.410944
15161,-73.528691,-38.410064
15160,-73.528691,-38.408304
15159,-73.527811,-38.407424
15158,-73.528105,-38.406544
15157,-73.527225,-38.405957
15156,-73.527225,-38.402437
15155,-73.528105,-38.401557
15154,-73.527811,-38.40009
15153,-73.530158,-38.398036
15152,-73.531038,-38.398036
15151,-73.532212,-38.39657
15150,-73.532212,-38.395689
15149,-73.531625,-38.395396
15148,-73.530745,-38.395396
15147,-73.530452,-38.395103
15146,-73.530452,-38.394223
15145,-73.530745,-38.393636
15144,-73.531625,-38.393636
15143,-73.532212,-38.393343
15142,-73.531332,-38.392463
15141,-73.531332,-38.391583
15140,-73.532212,-38.390996
15139,-73.530452,-38.389236
15138,-73.530452,-38.388356
15137,-73.532212,-38.386595
15136,-73.532212,-38.386009
15135,-73.533385,-38.384542
15134,-73.534265,-38.384542
15133,-73.534559,-38.384249
15132,-73.534559,-38.383369
15131,-73.534265,-38.382782
15130,-73.533385,-38.382782
15129,-73.531625,-38.381315
15128,-73.529865,-38.381315
15127,-73.524878,-38.376328
15126,-73.524291,-38.376328
15125,-73.522531,-38.374568
15124,-73.521064,-38.374568
15123,-73.517544,-38.371341
15122,-73.516664,-38.371341
15121,-73.51373,-38.368408
15120,-73.51373,-38.365767
15119,-73.512557,-38.364594
15118,-73.511677,-38.364594
15117,-73.510503,-38.36342
15116,-73.510503,-38.346699
15115,-73.51285,-38.344059
15114,-73.51285,-38.343472
15113,-73.511384,-38.341712
15112,-73.511384,-38.340832
15111,-73.510503,-38.339952
15110,-73.510503,-38.337605
15109,-73.50933,-38.336139
15108,-73.50757,-38.337899
15107,-73.50669,-38.337899
15106,-73.50581,-38.337019
15105,-73.50493,-38.337019
15104,-73.504636,-38.337605
15103,-73.504636,-38.339072
15102,-73.503756,-38.339952
15101,-73.503756,-38.340832
15100,-73.502583,-38.342006
15099,-73.501703,-38.342006
15098,-73.500823,-38.342886
15097,-73.499943,-38.342886
15096,-73.498476,-38.344646
15095,-73.496716,-38.344646
15094,-73.495542,-38.343472
15093,-73.495542,-38.342592
15092,-73.495836,-38.342006
15091,-73.496716,-38.342006
15090,-73.497596,-38.341126
15089,-73.499063,-38.341419
15088,-73.499943,-38.340539
15087,-73.500823,-38.340539
15086,-73.502876,-38.338485
15085,-73.502876,-38.337605
15084,-73.501409,-38.335845
15083,-73.501409,-38.334965
15082,-73.500529,-38.334085
15081,-73.500529,-38.333498
15080,-73.499649,-38.332618
15079,-73.499649,-38.331738
15078,-73.498769,-38.330858
15077,-73.498769,-38.326751
15076,-73.499649,-38.325871
15075,-73.499649,-38.322644
15074,-73.500529,-38.321764
15073,-73.500529,-38.318244
15072,-73.501409,-38.317364
15071,-73.501409,-38.315017
15070,-73.501996,-38.314137
15069,-73.501996,-38.31267
15068,-73.502876,-38.31179
15067,-73.502876,-38.31003
15066,-73.503756,-38.30915
15065,-73.503756,-38.30827
15064,-73.504636,-38.30739
15063,-73.504636,-38.306803
15062,-73.508743,-38.302403
15061,-73.508743,-38.301816
15060,-73.509623,-38.300936
15059,-73.509623,-38.299176
15058,-73.508743,-38.298296
15057,-73.508743,-38.296536
15056,-73.509623,-38.295949
15055,-73.509623,-38.295069
15054,-73.508743,-38.294189
15053,-73.508743,-38.293309
15052,-73.51197,-38.290082
15051,-73.51197,-38.289202
15050,-73.51285,-38.288322
15049,-73.51285,-38.287442
15048,-73.51549,-38.285095
15047,-73.51549,-38.284215
15046,-73.51461,-38.283335
15045,-73.51461,-38.282455
15044,-73.515784,-38.281281
15043,-73.517544,-38.281281
15042,-73.517837,-38.280988
15041,-73.517837,-38.280108
15040,-73.517251,-38.279228
15039,-73.516957,-38.277468
15038,-73.518717,-38.275708
15037,-73.518424,-38.275414
15036,-73.517544,-38.275414
15035,-73.517251,-38.275121
15034,-73.518717,-38.273361
15033,-73.517251,-38.271601
15032,-73.517251,-38.270721
15031,-73.517837,-38.270134
15030,-73.517837,-38.269254
15029,-73.518717,-38.268374
15028,-73.518717,-38.267494
15027,-73.516077,-38.265147
15026,-73.517251,-38.264267
15025,-73.517251,-38.260746
15024,-73.517837,-38.26016
15023,-73.517837,-38.2584
15022,-73.51461,-38.255173
15021,-73.51461,-38.254293
15020,-73.51373,-38.253413
15019,-73.51373,-38.252533
15018,-73.511677,-38.250479
15017,-73.510797,-38.250479
15016,-73.509917,-38.249599
15015,-73.509037,-38.249599
15014,-73.50669,-38.246959
15013,-73.50581,-38.246959
15012,-73.504343,-38.245492
15011,-73.503463,-38.245492
15010,-73.499943,-38.242265
15009,-73.497596,-38.241972
15008,-73.496129,-38.240798
15007,-73.496422,-38.239918
15006,-73.494956,-38.238745
15005,-73.494076,-38.238745
15004,-73.491729,-38.241385
15003,-73.489969,-38.241385
15002,-73.489089,-38.241972
15001,-73.485862,-38.241972
15000,-73.484102,-38.240505
14999,-73.483221,-38.240505
14998,-73.479995,-38.236985
14997,-73.479115,-38.236985
14996,-73.475301,-38.233465
14995,-73.475594,-38.232584
14994,-73.473834,-38.230824
14993,-73.473834,-38.228477
14992,-73.472954,-38.227597
14991,-73.472954,-38.226717
14990,-73.472074,-38.225837
14989,-73.472074,-38.224957
14988,-73.471194,-38.224077
14987,-73.471194,-38.22349
14986,-73.470314,-38.22261
14985,-73.470607,-38.22173
14984,-73.469727,-38.22085
14983,-73.469727,-38.21997
14982,-73.468847,-38.21909
14981,-73.468847,-38.218503
14980,-73.467967,-38.217623
14979,-73.467967,-38.215863
14978,-73.467087,-38.214983
14977,-73.467087,-38.212636
14976,-73.466207,-38.211756
14975,-73.466207,-38.209996
14974,-73.465327,-38.209116
14973,-73.465327,-38.207649
14972,-73.46474,-38.206769
14971,-73.46474,-38.202662
14970,-73.46386,-38.201782
14969,-73.46386,-38.196795
14968,-73.46298,-38.195915
14967,-73.46298,-38.190928
14966,-73.4621,-38.190048
14965,-73.4621,-38.186821
14964,-73.46122,-38.185941
14963,-73.46122,-38.182421
14962,-73.46034,-38.181834
14961,-73.46034,-38.174207
14960,-73.45946,-38.173327
14959,-73.459753,-38.16834
14958,-73.458873,-38.16746
14957,-73.458873,-38.164233
14956,-73.457993,-38.163353
14955,-73.457993,-38.161006
14954,-73.457113,-38.160126
14953,-73.457113,-38.156606
14952,-73.456233,-38.155726
14951,-73.456233,-38.142525
14950,-73.455353,-38.141645
14949,-73.455353,-38.125803
14948,-73.454473,-38.124923
14947,-73.454473,-38.11759
14946,-73.450953,-38.113776
14945,-73.450072,-38.113776
14944,-73.449486,-38.114069
14943,-73.449486,-38.121696
14942,-73.448899,-38.122577
14941,-73.448899,-38.124923
14940,-73.448312,-38.12551
14939,-73.447432,-38.12551
14938,-73.447139,-38.124923
14937,-73.447139,-38.120816
14936,-73.448019,-38.119936
14935,-73.448019,-38.109962
14934,-73.450366,-38.107615
14933,-73.450366,-38.106735
14932,-73.449779,-38.105855
14931,-73.449779,-38.104975
14930,-73.448899,-38.104095
14929,-73.448899,-38.099988
14928,-73.450953,-38.097935
14927,-73.451246,-38.098228
14926,-73.451246,-38.099108
14925,-73.450366,-38.099988
14924,-73.450366,-38.100868
14923,-73.449486,-38.101748
14922,-73.449486,-38.102628
14921,-73.450366,-38.103215
14920,-73.450366,-38.104095
14919,-73.451246,-38.104975
14918,-73.451246,-38.105855
14917,-73.452126,-38.106735
14916,-73.451246,-38.107615
14915,-73.451246,-38.108202
14914,-73.450366,-38.109082
14913,-73.450366,-38.109962
14912,-73.449486,-38.110842
14911,-73.449486,-38.111722
14910,-73.450072,-38.112016
14909,-73.451833,-38.112016
14908,-73.452126,-38.112602
14907,-73.452126,-38.113189
14906,-73.453299,-38.114656
14905,-73.454179,-38.114656
14904,-73.454473,-38.114069
14903,-73.454473,-38.098228
14902,-73.455353,-38.097641
14901,-73.455353,-38.092654
14900,-73.456233,-38.091774
14899,-73.456233,-38.088254
14898,-73.457113,-38.087667
14897,-73.457113,-38.085907
14896,-73.457993,-38.085027
14895,-73.457993,-38.0818
14894,-73.458873,-38.08092
14893,-73.458873,-38.075053
14892,-73.459753,-38.074173
14891,-73.45946,-38.070946
14890,-73.46034,-38.070066
14889,-73.46034,-38.067426
14888,-73.46122,-38.066839
14887,-73.46122,-38.064199
14886,-73.4621,-38.063319
14885,-73.4621,-38.060972
14884,-73.46298,-38.060092
14883,-73.46298,-38.056572
14882,-73.46386,-38.055692
14881,-73.46386,-38.053345
14880,-73.464447,-38.052465
14879,-73.464447,-38.049238
14878,-73.465327,-38.048358
14877,-73.465327,-38.046598
14876,-73.466207,-38.045718
14875,-73.466207,-38.043371
14874,-73.467087,-38.042491
14873,-73.467087,-38.041611
14872,-73.467967,-38.040731
14871,-73.467967,-38.039264
14870,-73.467087,-38.038384
14869,-73.467087,-38.037504
14868,-73.468847,-38.035744
14867,-73.468847,-38.033397
14866,-73.469727,-38.032517
14865,-73.469727,-38.030757
14864,-73.470314,-38.029877
14863,-73.470607,-38.02753
14862,-73.471194,-38.02665
14861,-73.471194,-38.02489
14860,-73.472074,-38.024303
14859,-73.472074,-38.022543
14858,-73.472954,-38.021663
14857,-73.472954,-38.019022
14856,-73.473834,-38.018436
14855,-73.473834,-38.016676
14854,-73.474714,-38.015796
14853,-73.474714,-38.014915
14852,-73.475301,-38.014035
14851,-73.475594,-38.012569
14850,-73.476181,-38.011689
14849,-73.476181,-38.009928
14848,-73.477061,-38.009342
14847,-73.477061,-38.007582
14846,-73.477941,-38.006702
14845,-73.477941,-38.005821
14844,-73.478821,-38.004941
14843,-73.478821,-38.003475
14842,-73.479701,-38.002595
14841,-73.479701,-37.999954
14840,NA,NA
14839,-71.413313,-39
14838,-71.414486,-39.009387
14837,-71.42182,-39.018481
14836,-71.432088,-39.028162
14835,-71.435608,-39.033149
14834,-71.436488,-39.041069
14833,-71.429741,-39.066298
14832,-71.424754,-39.075392
14831,-71.422994,-39.086832
14830,-71.421527,-39.111181
14829,-71.422114,-39.122622
14828,-71.419767,-39.124968
14827,-71.419767,-39.140223
14826,-71.41566,-39.14961
14825,-71.409793,-39.174252
14824,-71.393658,-39.205054
14823,-71.391311,-39.215908
14822,-71.392778,-39.233803
14821,-71.398645,-39.246711
14820,-71.398352,-39.267245
14819,-71.392778,-39.274286
14818,-71.389845,-39.283673
14817,-71.391605,-39.293941
14816,-71.395125,-39.303328
14815,-71.42358,-39.342051
14814,-71.430621,-39.349091
14813,-71.442648,-39.356132
14812,-71.452329,-39.365812
14811,-71.461423,-39.378133
14810,-71.467877,-39.391334
14809,-71.473744,-39.397788
14808,-71.476971,-39.406589
14807,-71.47257,-39.412162
14806,-71.458196,-39.41979
14805,-71.451449,-39.422136
14804,-71.446755,-39.429177
14803,-71.446169,-39.433284
14802,-71.450569,-39.440324
14801,-71.46201,-39.448832
14800,-71.468464,-39.461446
14799,-71.468464,-39.46966
14798,-71.466703,-39.482274
14797,-71.468464,-39.489608
14796,-71.472277,-39.493715
14795,-71.505426,-39.501342
14794,-71.527428,-39.507796
14793,-71.535348,-39.514836
14792,-71.540335,-39.523344
14791,-71.540629,-39.526864
14790,-71.536228,-39.534785
14789,-71.528895,-39.542118
14788,-71.520387,-39.544759
14787,-71.494279,-39.560893
14786,-71.488412,-39.568227
14785,-71.484011,-39.577614
14784,-71.483425,-39.585242
14783,-71.484011,-39.591695
14782,-71.487532,-39.597856
14781,-71.489878,-39.608123
14780,-71.496626,-39.620151
14779,-71.500439,-39.623964
14778,-71.514227,-39.626605
14777,-71.518627,-39.626311
14776,-71.547669,-39.620737
14775,-71.556763,-39.621031
14774,-71.583165,-39.624258
14773,-71.591672,-39.626605
14772,-71.608394,-39.625431
14771,-71.617781,-39.622791
14770,-71.637142,-39.594922
14769,-71.65181,-39.581721
14768,-71.65533,-39.581135
14767,-71.667945,-39.573801
14766,-71.680265,-39.571454
14765,-71.686719,-39.572334
14764,-71.692293,-39.574974
14763,-71.695226,-39.578201
14762,-71.700507,-39.589055
14761,-71.702854,-39.611937
14760,-71.709894,-39.622498
14759,-71.719575,-39.631885
14758,-71.721335,-39.636872
14757,-71.721042,-39.639512
14756,-71.714588,-39.650366
14755,-71.690826,-39.663274
14754,-71.686719,-39.667967
14753,-71.683199,-39.675008
14752,-71.683199,-39.684395
14751,-71.693173,-39.697303
14750,-71.707841,-39.70581
14749,-71.713414,-39.712557
14748,-71.714881,-39.724585
14747,-71.711948,-39.736026
14746,-71.701387,-39.74776
14745,-71.69376,-39.763308
14744,-71.694933,-39.775335
14743,-71.701387,-39.803791
14742,-71.702267,-39.829019
14741,-71.696107,-39.849847
14740,-71.688773,-39.858648
14739,-71.686132,-39.859821
14738,-71.672345,-39.860115
14737,-71.665011,-39.855714
14736,-71.661197,-39.851607
14735,-71.65445,-39.849554
14734,-71.645943,-39.850727
14733,-71.638316,-39.855128
14732,-71.635676,-39.861581
14731,-71.642423,-39.870089
14730,-71.640663,-39.875956
14729,-71.628048,-39.880943
14728,-71.595486,-39.886223
14727,-71.592552,-39.88857
14726,-71.590499,-39.896491
14725,-71.593433,-39.917319
14724,-71.605167,-39.947534
14723,-71.614261,-39.957508
14722,-71.636556,-39.97599
14721,-71.639489,-39.98039
14720,-71.667064,-40.000045
14719,NA,NA
14718,-73.353852,-39.900011
14717,-73.353852,-39.898251
14716,-73.350919,-39.895317
14715,-73.350039,-39.896197
14714,-73.349159,-39.896197
14713,-73.348278,-39.89561
14712,-73.347692,-39.895317
14711,-73.347105,-39.895904
14710,-73.347105,-39.898251
14709,-73.347985,-39.899131
14708,-73.347985,-39.900011
14707,-73.348278,-39.900304
14706,-73.349159,-39.900304
14705,-73.350039,-39.899717
14704,-73.350919,-39.899717
14703,-73.351799,-39.900304
14702,-73.353265,-39.900304
14701,-73.353852,-39.900011
14700,NA,NA
14699,-73.221256,-39.228229
14698,-73.220963,-39.227936
14697,-73.220083,-39.227936
14696,-73.218909,-39.229109
14695,-73.218909,-39.229989
14694,-73.219203,-39.230283
14693,-73.221256,-39.228229
14692,NA,NA
14691,-73.269659,-39.450885
14690,-73.269659,-39.448245
14689,-73.269073,-39.447952
14688,-73.268486,-39.447952
14687,-73.267899,-39.447658
14686,-73.267899,-39.446778
14685,-73.267606,-39.446192
14684,-73.266726,-39.446192
14683,-73.264672,-39.448245
14682,-73.264672,-39.450005
14681,-73.264966,-39.450299
14680,-73.266726,-39.450299
14679,-73.267606,-39.451179
14678,-73.269073,-39.451179
14677,-73.269659,-39.450885
14676,NA,NA
14675,-73.685343,-39.964255
14674,-73.685343,-39.962495
14673,-73.685049,-39.962202
14672,-73.683289,-39.962202
14671,-73.682996,-39.962495
14670,-73.682996,-39.964255
14669,-73.683289,-39.964549
14668,-73.685049,-39.964549
14667,-73.685343,-39.964255
14666,NA,NA
14665,-73.415457,-39.819045
14664,-73.415457,-39.818458
14663,-73.414283,-39.816992
14662,-73.412523,-39.816992
14661,-73.41223,-39.817578
14660,-73.411936,-39.819045
14659,-73.413403,-39.820512
14658,-73.414283,-39.820512
14657,-73.415457,-39.819045
14656,NA,NA
14655,-73.363826,-39.890917
14654,-73.363826,-39.890037
14653,-73.362653,-39.888863
14652,-73.361773,-39.888863
14651,-73.360893,-39.889743
14650,-73.360013,-39.889743
14649,-73.359719,-39.890037
14648,-73.359719,-39.890917
14647,-73.360893,-39.89209
14646,-73.362359,-39.89209
14645,-73.363826,-39.890917
14644,NA,NA
14643,-73.312783,-39.8475
14642,-73.313076,-39.84662
14641,-73.312489,-39.846327
14640,-73.308382,-39.846327
14639,-73.307502,-39.847207
14638,-73.305742,-39.847207
14637,-73.305155,-39.847794
14636,-73.304275,-39.847794
14635,-73.303395,-39.848674
14634,-73.300168,-39.848674
14633,-73.299288,-39.849554
14632,-73.297528,-39.849554
14631,-73.296648,-39.850434
14630,-73.295768,-39.850434
14629,-73.294888,-39.851314
14628,-73.293421,-39.851314
14627,-73.291954,-39.852487
14626,-73.292248,-39.853367
14625,-73.294888,-39.856301
14624,-73.297528,-39.856301
14623,-73.298408,-39.855421
14622,-73.301635,-39.855421
14621,-73.305742,-39.851314
14620,-73.306622,-39.851314
14619,-73.308382,-39.849554
14618,-73.309262,-39.849554
14617,-73.310142,-39.848674
14616,-73.311022,-39.848674
14615,-73.311609,-39.847794
14614,-73.312489,-39.847794
14613,-73.312783,-39.8475
14612,NA,NA
14611,-73.293715,-39.857474
14610,-73.293715,-39.856594
14609,-73.290781,-39.853661
14608,-73.290194,-39.853661
14607,-73.288141,-39.856008
14606,-73.289901,-39.858061
14605,-73.293421,-39.858061
14604,-73.293715,-39.857474
14603,NA,NA
14602,-73.680356,-39.957508
14601,-73.680356,-39.955748
14600,-73.680062,-39.955455
14599,-73.679182,-39.955455
14598,-73.678009,-39.956628
14597,-73.678009,-39.957508
14596,-73.678302,-39.957802
14595,-73.680062,-39.957802
14594,-73.680356,-39.957508
14593,NA,NA
14592,-73.434525,-39.856008
14591,-73.433351,-39.854541
14590,-73.432178,-39.855714
14589,-73.432178,-39.856594
14588,-73.432471,-39.857181
14587,-73.433351,-39.857181
14586,-73.434525,-39.856008
14585,NA,NA
14584,-73.399615,-39.890037
14583,-73.399615,-39.887397
14582,-73.398735,-39.88681
14581,-73.398735,-39.88505
14580,-73.398442,-39.884463
14579,-73.397562,-39.884463
14578,-73.396389,-39.88329
14577,-73.396389,-39.88241
14576,-73.395802,-39.882116
14575,-73.394922,-39.882116
14574,-73.394042,-39.882996
14573,-73.393455,-39.882996
14572,-73.391402,-39.88505
14571,-73.391402,-39.889157
14570,-73.387881,-39.892384
14569,-73.387881,-39.893264
14568,-73.388468,-39.89385
14567,-73.392575,-39.89385
14566,-73.393455,-39.89297
14565,-73.394335,-39.89385
14564,-73.395802,-39.89385
14563,-73.396389,-39.893264
14562,-73.396389,-39.892384
14561,-73.396682,-39.89209
14560,-73.397562,-39.89209
14559,-73.399615,-39.890037
14558,NA,NA
14557,-73.710278,-40.000045
14556,-73.709104,-39.998871
14555,-73.708224,-39.998871
14554,-73.706758,-39.997111
14553,-73.703237,-39.997111
14552,-73.702064,-39.995938
14551,-73.702064,-39.995058
14550,-73.70089,-39.993884
14549,-73.69913,-39.993884
14548,-73.697664,-39.992124
14547,-73.695903,-39.992124
14546,-73.694143,-39.993884
14545,-73.690916,-39.993884
14544,-73.690036,-39.993004
14543,-73.689156,-39.993004
14542,-73.688276,-39.992124
14541,-73.68769,-39.992124
14540,-73.687103,-39.991537
14539,-73.687103,-39.990951
14538,-73.685929,-39.989484
14537,-73.685049,-39.989484
14536,-73.683876,-39.98831
14535,-73.683876,-39.985084
14534,-73.682116,-39.983323
14533,-73.682116,-39.982443
14532,-73.681822,-39.98215
14531,-73.680942,-39.98215
14530,-73.679476,-39.980977
14529,-73.679769,-39.980097
14528,-73.678009,-39.978336
14527,-73.678009,-39.977456
14526,-73.677129,-39.976576
14525,-73.678009,-39.975696
14524,-73.678009,-39.974229
14523,-73.677129,-39.973349
14522,-73.677129,-39.971589
14521,-73.678009,-39.971003
14520,-73.678009,-39.965722
14519,-73.679769,-39.964255
14518,-73.679769,-39.963375
14517,-73.678302,-39.962202
14516,-73.677422,-39.962202
14515,-73.676542,-39.961322
14514,-73.675955,-39.961322
14513,-73.675075,-39.960442
14512,-73.671555,-39.960442
14511,-73.670968,-39.961322
14510,-73.670088,-39.961322
14509,-73.669502,-39.960735
14508,-73.669502,-39.959268
14507,-73.669208,-39.958682
14506,-73.667448,-39.958682
14505,-73.666568,-39.959562
14504,-73.665101,-39.959562
14503,-73.664221,-39.958682
14502,-73.661581,-39.958682
14501,-73.660994,-39.957802
14500,-73.659234,-39.957802
14499,-73.657767,-39.956628
14498,-73.658061,-39.954868
14497,-73.657474,-39.954575
14496,-73.655714,-39.954575
14495,-73.65454,-39.953401
14494,-73.65454,-39.952521
14493,-73.654247,-39.952228
14492,-73.651607,-39.952228
14491,-73.651314,-39.951641
14490,-73.651314,-39.950761
14489,-73.65102,-39.950468
14488,-73.64926,-39.950468
14487,-73.64838,-39.951348
